title,year,wikipedia_url,Title_wiki,Director,Cast,Budget,Box_Office,Distributor,Production,Genre,box_value,multiplier,bo_num
Naam,2008,https://en.wikipedia.org/wiki/Naam_(2024_film),Naam - The Missing Identity,Anees Bazmee,"Ajay Devgn, Sameera Reddy, Bhumika Chawla, Rahul Dev, Shriya Sharma, Yashpal Sharma, Vijay Raaz, Rajpal Yadav, Mukesh Tiwari, Sharat Saxena",₹ 20 crores,₹ 1.2 crores,Pen Marudhar Entertainment,,24 Indian Hindi-Language Action Thriller,1.2,10000000,12000000.0
Woodstock Villa,2008,https://en.wikipedia.org/wiki/Woodstock_Villa,Woodstock Villa,Hansal Mehta,"Sikandar Kher, Neha Oberoi, Arbaaz Khan, Gulshan Grover, Sachin Khedekar",₹380 million ,₹200 million ,White Feather Films,,Neo-Noir Mystery Thriller,200.0,1000000,200000000.0
Sarkar Raj,2008,https://en.wikipedia.org/wiki/Sarkar_Raj,Sarkar Raj,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Dilip Prabhavalkar, Supriya Pathak",₹ 280 million,₹ 594.6 million ,Balaji Motion Pictures(India)Eros International(International),,Political Crime Thriller,594.6,1000000,594600000.0
Mere Baap Pehle Aap,2008,https://en.wikipedia.org/wiki/Mere_Baap_Pehle_Aap,Mere Baap Pehle Aap,Priyadarshan,"Akshaye Khanna, Genelia D'Souza, Paresh Rawal, Om Puri, Rajpal Yadav",₹ 20 crore ,₹ 36 crore ,Shemaroo Entertainment,Shemaroo Entertainment,2008 Indian Hindi-Language Comedy-Drama,36.0,10000000,360000000.0
Haal-e-Dil,2008,https://en.wikipedia.org/wiki/Haal-e-Dil,Haal–e–dil,Anil Devgan,"Adhyayan Suman, Amita Pathak, Nakuul Mehta",₹ 6 crore ,₹ 72 lakh ,Eros InternationalReliance Entertainment,Big Screen Entertainment,Is A 2008 Indian Hindi-Language Romance,72.0,100000,7200000.0
Thoda Pyaar Thoda Magic,2008,https://en.wikipedia.org/wiki/Thoda_Pyaar_Thoda_Magic,Thoda Pyaar Thoda Magic,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Akshat Chopra, Rishi Kapoor, Ameesha Patel",₹ 230 million (US$2.7 million) ,₹ 372.53 million (US$4.4 million) ,Yash Raj Films,,Fantasy Comedy-Drama,372.53,1000000,372530000.0
Jaane Tu... Ya Jaane Na,2008,https://en.wikipedia.org/wiki/Jaane_Tu..._Ya_Jaane_Na,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Prateik Babbar, Manjari Fadnis, Ayaz Khan, Paresh Rawal, Naseeruddin Shah, Ratna Pathak Shah, Karan Makhija, Alishka Varde, Nirav Mehta, Sugandha Garg, Arbaaz Khan, Sohail Khan, Renuka Kunzru",₹ 15 crore ,₹ 84 crore ,PVR Pictures,Aamir Khan Productions,Coming-Of-Age Romantic Comedy,84.0,10000000,840000000.0
Love Story 2050,2008,https://en.wikipedia.org/wiki/Love_Story_2050,Love Story 2050,Harry Baweja,"Harman Baweja, Priyanka Chopra, Boman Irani, Archana Puran Singh",₹ 40 crore ,₹ 18.47 crore ,Adlabs,Baweja Movies,Science Fiction-Romance,18.47,10000000,184700000.0
Mehbooba,2008,https://en.wikipedia.org/wiki/Mehbooba_(2008_film),Mehbooba,Afzal Khan,"Sanjay Dutt, Ajay Devgn, Manisha Koirala",₹ 220 million ,₹ 37.8 million ,Eros Labs,,Is A 2008 Indian Hindi-Language Romance,37.8,1000000,37800000.0
Singh Is Kinng,2008,https://en.wikipedia.org/wiki/Singh_Is_Kinng,Singh Is Kinng,Anees Bazmee,"Akshay Kumar, Katrina Kaif, Om Puri, Ranvir Shorey, Neha Dhupia, Javed Jaffrey, Sonu Sood",₹ 30 crore,est. ₹ 136 crore,Indian Films[1]BIG Pictures[2],,2008 Indian Hindi-Language Action Comedy,136.0,10000000,1360000000.0
Bachna Ae Haseeno,2008,https://en.wikipedia.org/wiki/Bachna_Ae_Haseeno,Bachna Ae Haseeno,Siddharth Anand,"Ranbir Kapoor, Bipasha Basu, Deepika Padukone, Minissha Lamba",₹23 crore ,₹61.57 crore ,Yash Raj Films,Yash Raj Films,08 Indian Hindi-Language Romantic Comedy,61.57,10000000,615700000.0
God Tussi Great Ho,2008,https://en.wikipedia.org/wiki/God_Tussi_Great_Ho,God Tussi Great Ho,Rumi Jaffery,"Amitabh Bachchan, Salman Khan, Priyanka Chopra, Sohail Khan",₹ 21 crore ,₹ 25.61 crore ,Sohail Khan ProductionsT-SeriesEros International,,Is A 2008 Indian Fantasy Comedy,25.61,10000000,256100000.0
Mumbai Meri Jaan,2008,https://en.wikipedia.org/wiki/Mumbai_Meri_Jaan,Mumbai Meri Jaan,Nishikanth Kamath,"R. Madhavan, Irfan Khan, Soha Ali Khan, Kay Kay Menon, Paresh Rawal",₹ 3.50 crore ,₹ 5.02 crore ,UTV Motion Pictures,UTV Motion Pictures,Is A 2008 Indian Hindi-Language Drama,5.02,10000000,50200000.0
Phoonk,2008,https://en.wikipedia.org/wiki/Phoonk,Phoonk,Ram Gopal Varma,"Sudeep, Amruta Khanvilkar, Ahsaas Channa, Kenny Desai, Ashwini Kalsekar, Zakir Hussain",,₹ 13.62 crore ,,,Is A 2008 Indian Supernatural Horror,13.62,10000000,136200000.0
Rock On!!,2008,https://en.wikipedia.org/wiki/Rock_On!!,Rock On!!,Abhishek Kapoor,"Farhan Akhtar, Arjun Rampal, Shahana Goswami, Prachi Desai, Purab Kohli, Koel Purie, Luke Kenny, Nicolette Bird, Daizy Ingall",₹ 8–9 crore ,est. ₹ 36 crore ,BIG Pictures,Excel Entertainment,2008 Indian Hindi-Language Musical Drama,36.0,10000000,360000000.0
Biwi. Com,2016,"https://en.wikipedia.org/wiki/Saheb,_Biwi_Aur_Gangster_3",Saheb Biwi Aur Gangster 3,Tigmanshu Dhulia,"Sanjay Dutt, Jimmy Sheirgill, Mahi Gill, Chitrangada Singh, Soha Ali Khan",₹28 crore ,₹10.20 crore ,Raju Chadha,,Is A 2018 Indian Crime Thriller,10.2,10000000,102000000.0
Trapped,2016,https://en.wikipedia.org/wiki/Trapped_(2016_Hindi_film),Trapped,Vikramaditya Motwane,"Rajkummar Rao, Geetanjali Thapa","₹ 5 crore (US$590,000) ",₹ 30 crore (US$3.5 million) ,Reliance Entertainment,Phantom Films,Trapped Is A 2016 Indian Survival Drama,30.0,10000000,300000000.0
Lipstick Under My Burkha,2016,https://en.wikipedia.org/wiki/Lipstick_Under_My_Burkha,Lipstick Under My Burkha,Alankrita Shrivastava,"Ratna Pathak, Konkona Sen Sharma, Aahana Kumra, Plabita Borthakur",₹ 6 Crore ,₹ 26.68Crore ,ALT Entertainment,Prakash Jha Productions,2016 Indian Hindi-Language Black Comedy,26.68,10000000,266800000.0
Ae Dil Hai Mushkil,2016,https://en.wikipedia.org/wiki/Ae_Dil_Hai_Mushkil,Ae Dil Hai Mushkil,Karan Johar,"Ranbir Kapoor, Anushka Sharma, Aishwarya Rai Bachchan",₹50 crore,₹239.67 crore ,Fox Star Studios(India)Magic Cloud Media & Entertainment(Overseas),Dharma Productions,Musical Romantic Drama,239.67,10000000,2396700000.0
Shivaay,2016,https://en.wikipedia.org/wiki/Shivaay,Shivaay,Ajay Devgn,"Ajay Devgn, Sayyeshaa, Erika Kaar, Abigail Eames, Vir Das, Girish Karnad, Saurabh Shukla",₹ 125 crore ,est. ₹ 148.91 crore ,Reliance Entertainment,,16 Indian Hindi-Language Action Thriller,148.91,10000000,1489100000.0
Rock on 2,2016,https://en.wikipedia.org/wiki/Rock_On_2,Rock On 2,Shujaat Saudagar,"Arjun Rampal, Farhan Akhtar, Shraddha Kapoor, Purab Kohli, Prachi Desai, Shashank Arora",₹ 45 crore (US$5.3 million) ,₹ 15.70 crore (US$1.9 million) ,Eros International,Excel Entertainment,2016 Indian Hindi-Language Musical Drama,15.7,10000000,157000000.0
Tum Bin II,2016,https://en.wikipedia.org/wiki/Tum_Bin_2,Tum Bin 2,Anubhav Sinha,"Aashim Gulati, Neha Sharma, Aditya Seal",₹ 12 crore ,est. ₹ 6.45  crore ,AA Films,,016 Indian Hindi-Language Romantic Drama,6.45,10000000,64500000.0
Force 2,2016,https://en.wikipedia.org/wiki/Force_2,Force2,Abhinay Deo,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin",₹ 41 crore ,₹ 58.8 crore ,Viacom 18 Motion Pictures,,16 Indian Hindi-Language Action Thriller,58.8,10000000,588000000.0
Dear Zindagi,2016,https://en.wikipedia.org/wiki/Dear_Zindagi,Dear Zindagi,Gauri Shinde,"Alia Bhatt, Shah Rukh Khan",₹ 30 crore ,₹138.91 crore ,NH Studioz,,Coming-Of-Age Comedy-Drama,138.91,10000000,1389100000.0
Kahaani 2,2016,https://en.wikipedia.org/wiki/Kahaani_2:_Durga_Rani_Singh,Kahaani 2: Durga Rani Singh,Sujoy Ghosh,"Vidya Balan, Arjun Rampal",₹17 crore ,est. ₹54.7 crore ,Pen India Limited (India)Eros International(some overseas territories)[1][2],,Is A 2016 Indian Hindi-Language Thriller,54.7,10000000,547000000.0
Befikre,2016,https://en.wikipedia.org/wiki/Befikre,Befikre,Aditya Chopra,"Ranveer Singh, Vaani Kapoor",₹ 70 crores ,₹ 103 crores ,Yash Raj Films,Yash Raj Films,16 Indian Hindi-Language Romantic Comedy,103.0,10000000,1030000000.0
Wajah Tum Ho,2016,https://en.wikipedia.org/wiki/Wajah_Tum_Ho,Wajah Tum Ho,Vishal Pandya,"Sharman Joshi, Rajneesh Duggal, Sana Khan, Gurmeet Choudhary, Sherlyn Chopra",₹ 140 million ,est. ₹ 244.0 million ,AA Films,T-Series Films,Erotic-Crime Mystery Thriller,244.0,1000000,244000000.0
Dangal,2016,https://en.wikipedia.org/wiki/Dangal_(2016_film),Dangal,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Zaira Wasim, Sanya Malhotra, Suhani Bhatnagar, Aparshakti Khurana",₹70 crore ,"₹1,968−2,200 crore ",UTV Motion Pictures,,Biographical Sports Drama,1.0,10000000,10000000.0
OK Jaanu,2017,https://en.wikipedia.org/wiki/Ok_Jaanu,Ok Jaanu,Shaad Ali,"Aditya Roy Kapur, Shraddha Kapoor, Naseeruddin Shah, Leela Samson, Prahlad Kakkar",₹ 27 crore ,₹ 39.23 crore ,Fox Star Studios,,Musical Romantic Drama,39.23,10000000,392300000.0
Kaabil,2017,https://en.wikipedia.org/wiki/Kaabil,Kaabil,Sanjay Gupta,"Hrithik Roshan, Yami Gautam, Ronit Roy, Rohit Roy",₹ 35 crore ,est. ₹ 208.14 crore ,Filmkraft Productions Pvt. LtdB4U Motion Pictures,Filmkraft Productions Pvt. Ltd,17 Indian Hindi-Language Action Thriller,208.14,10000000,2081400000.0
Jolly LLB 2,2017,https://en.wikipedia.org/wiki/Jolly_LLB_2,Jolly LLB 2,Subhash Kapoor,"Akshay Kumar, Annu Kapoor, Huma Qureshi, Saurabh Shukla",₹ 45 crore ,est. ₹ 201.34 crore ,Fox Star Studios,Fox Star Studios,Black Comedy Legal Drama,201.34,10000000,2013400000.0
Newton,2017,https://en.wikipedia.org/wiki/Newton_(film),Newton,Amit V. Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghubir Yadav",₹ 10 crore ,₹ 15 crore ,Eros International,,Black Comedy-Drama,15.0,10000000,150000000.0
Irada,2017,https://en.wikipedia.org/wiki/Irada_(2017_film),Irada,Aparnaa Singh,"Naseeruddin Shah, Arshad Warsi, Divya Dutta, Sharad Kelkar, Sagarika Ghatge",₹ 75 million ,₹ 11 million ,,,Is A 2017 Indian Thriller,11.0,1000000,11000000.0
Rangoon,2017,https://en.wikipedia.org/wiki/Rangoon_(2017_Hindi_film),Rangoon,Vishal Bhardwaj,"Saif Ali Khan, Shahid Kapoor, Kangana Ranaut",₹ 80 crore ,est. ₹ 41.04 crore ,Viacom 18 Motion PicturesGrand Showbiz (Overseas),,Romantic War Drama,41.04,10000000,410400000.0
Wedding Anniversary,2017,https://en.wikipedia.org/wiki/Wedding_Anniversary,Wedding Anniversary,Shekhar S Jha,"Nana Patekar, Mahie Gill, Priyanshu Chatterjee, Sanket Choukse",,₹ 0.24 crore ,Bharat Shah,V K Productions,An Indian Hindi-Language Romantic Drama,0.24,10000000,2400000.0
Commando 2,2017,https://en.wikipedia.org/wiki/Commando_2:_The_Black_Money_Trail,Commando 2: The Black Money Trail,Deven Bhojani,"Vidyut Jammwal, Adah Sharma, Esha Gupta, Freddy Daruwala, Thakur Anoop Singh",₹ 26 crore ,₹ 39.04 crore ,Reliance Entertainment,,17 Indian Hindi-Language Action Thriller,39.04,10000000,390400000.0
Badrinath Ki Dulhania,2017,https://en.wikipedia.org/wiki/Badrinath_Ki_Dulhania,Badrinath Ki Dulhania,Shashank Khaitan,"Varun Dhawan, Alia Bhatt",₹ 39 crore ,₹ 200.45 crore ,Fox Star Studios,Dharma Productions,Is A 2017 Indian Romantic Comedy,200.45,10000000,2004500000.0
Machine,2017,https://en.wikipedia.org/wiki/Machine_(2017_film),Machine,Abbas–Mustan,"Mustafa Burmawalla, Kiara Advani",₹ 30 crore ,₹ 3.48 crore ,AD Films,,Chine Is A 2017 Indian Romantic Thriller,3.48,10000000,34800000.0
Aa Gaya Hero,2017,https://en.wikipedia.org/wiki/Aa_Gaya_Hero,Aa Gaya Hero,Dipankar SenapatiDinesh Chand Meena (DCM),"Govinda, Ashutosh Rana, Murali Sharma, Makarand Deshpande, Chandrachur Singh, Harish Kumar, Shekhar Kant Jha",₹ 8.50 crores ,₹ 1.39 crores ,Paras Maan,Mangal Tara T.V & Films,Is A 2017 Indian Action Comedy,1.39,10000000,13900000.0
Phillauri,2017,https://en.wikipedia.org/wiki/Phillauri_(film),Phillauri,Anshai Lal,"Anushka Sharma, Diljit Dosanjh, Suraj Sharma, Mehreen Pirzada",₹ 29 crore ,est. ₹ 46.6 crore ,Fox Star Studios,,017 Indian Hindi-Language Fantasy-Comedy,46.6,10000000,466000000.0
Anaarkali of Aarah,2017,https://en.wikipedia.org/wiki/Anaarkali_of_Aarah,Anaarkali of Aarah,Avinash Das,"Swara Bhaskar, Sanjay Mishra, Pankaj Tripathi",₹5.75 crore ,₹1.48 crore ,PVR Cinemas,Promodome Motion Pictures,Is A 2017 Indian,1.48,10000000,14800000.0
Naam Shabana,2017,https://en.wikipedia.org/wiki/Naam_Shabana,Naam Shabana,Shivam Nair,"Prithviraj Sukumaran, Taapsee Pannu, Manoj Bajpayee",₹ 25 crore ,₹ 60 crore ,T-Series FilmsReliance Entertainment,,17 Indian Hindi-Language Action Thriller,60.0,10000000,600000000.0
Jagga Jasoos,2017,https://en.wikipedia.org/wiki/Jagga_Jasoos,Jagga Jasoos,Anurag Basu,"Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee, Saurabh Shukla, Sayani Gupta, Ivan Sylvester Rodrigues",₹ 131 crore ,₹ 86.85 crore ,UTV Motion Pictures,,Musical Adventure Comedy,86.85,10000000,868500000.0
Laali Ki Shaadi Mein Laaddoo Deewana,2017,https://en.wikipedia.org/wiki/Laali_Ki_Shaadi_Mein_Laaddoo_Deewana,Laali Ki Shaadi Mein Laaddoo Deewana,Manish Harishankar,"Vivaan Shah, Akshara Haasan, Gurmeet Choudhary, Kavitta Verma",₹ 20 crore,₹ 8.1 million ,White Lion Entertainment,Star Entertainment Worldwide,Romantic Drama Comedy,8.1,1000000,8100000.0
Mirza Juuliet,2017,https://en.wikipedia.org/wiki/Mirza_Juuliet,Mirza Juuliet,Rajesh Ram Singh,"Darshan Kumar, Pia Bajpai",,₹ 9.5 million ,,,017 Indian Hindi-Language Romantic Drama,9.5,1000000,9500000.0
Begum Jaan,2017,https://en.wikipedia.org/wiki/Begum_Jaan_(2017_film),Begum Jaan,Srijit Mukherji,"Vidya Balan, Ila Arun, Naseeruddin Shah, Rajit Kapoor, Ashish Vidyarthi, Vivek Mushran, Chunky Pandey, Gauahar Khan, Pallavi Sharda, Mishti",₹ 19 crore ,₹ 30.6 crore ,NH Studioz (India)White Hill Studios (North America)Magic Cloud (Overseas),,Jaan Is A 2017 Indian Hindi Period Drama,30.6,10000000,306000000.0
Noor,2017,https://en.wikipedia.org/wiki/Noor_(film),Noor,Sunhil Sippy,"Sonakshi Sinha, Kanan Gill, Shibani Dandekar, Purab Kohli",₹ 24 crore ,₹ 11.64 crore ,T-Series,,Is A 2017 Indian Hindi-Language Dramedy,11.64,10000000,116400000.0
Maatr,2017,https://en.wikipedia.org/wiki/Maatr,Maatr,Ashtar Sayed,"Raveena Tandon, Sonali Pingale, Alisha Parveen, Madhur Mittal, Divya Jagdale, Anurag Arora, Rushad Rana, Saheem Khan, Shalee Goel",₹210 million,₹939 million,,CDB Musical Production,Is An Indian Thriller,939.0,1000000,939000000.0
Meri Pyaari Bindu,2017,https://en.wikipedia.org/wiki/Meri_Pyaari_Bindu,Meri Pyaari Bindu,Akshay Roy,"Parineeti Chopra, Ayushmann Khurrana",₹ 22 crores ,₹ 17.79 crores ,Yash Raj Films,Yash Raj Films,017 Indian Hindi-Language Romantic Drama,17.79,10000000,177900000.0
Hindi Medium,2017,https://en.wikipedia.org/wiki/Hindi_Medium,Hindi Medium,Saket Chaudhary,"Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal, Amrita Singh",₹ 14 crore ,est. ₹322.4 crore ,AA FilmsZee Studios International,,2017 Indian Hindi-Language Comedy-Drama,322.4,10000000,3224000000.0
Half Girlfriend,2017,https://en.wikipedia.org/wiki/Half_Girlfriend_(film),Half Girlfriend,Mohit Suri,"Shraddha Kapoor, Arjun Kapoor, Seema Biswas, Vikrant Massey",₹ 58 crore ,₹ 97.7 crore ,NH StudiozCoconut Movies(India)Zee Studios(Overseas),,017 Indian Hindi-Language Romantic Drama,97.7,10000000,977000000.0
Jattu Engineer,2017,https://en.wikipedia.org/wiki/Jattu_Engineer,Jattu Engineer,Gurmeet Ram Rahim SinghHoneypreet Insan,"Gurmeet Ram Rahim Singh, Honeypreet Insan",₹ 90 million ,₹ 72 million ,Hakikat Entertainment Pvt. Ltd.,Hakikat Entertainment Pvt. Ltd.,Jattu Engineer Is A 2017 Indian Comedy,72.0,1000000,72000000.0
Dobaara: See Your Evil,2017,https://en.wikipedia.org/wiki/Dobaara:_See_Your_Evil,Dobaara: See Your Evil,Prawaal Raman,"Huma Qureshi, Saqib Saleem, Lisa Ray, Adil Hussain, Rhea Chakraborty",₹ 10 cr,₹ 1.36 cr,,,Is A 2017 Indian Supernatural Horror,1.36,10000000,13600000.0
Hanuman Da Damdaar,2017,https://en.wikipedia.org/wiki/Hanuman:_Da'_Damdaar,Hanuman: Da' Damdaar,Ruchi Narain,"Salman Khan, [, 2, ], Javed Akhtar, Raveena Tandon, Vinay Pathak, Makrand Deshpande, Saurabh Shukla, Chunky Pandey, Kunal Khemu, Sneha Khanwalkar, Hussain Dalal, Prasad Barve, Rajesh Kava",,₹ 2 crore ,,,7 Indian Mythological-Adventure Animated,2.0,10000000,20000000.0
Raabta,2017,https://en.wikipedia.org/wiki/Raabta_(film),Raabta,Dinesh Vijan,"Sushant Singh Rajput, Kriti Sanon, Jim Sarbh, Varun Sharma, Rajkumar Rao",,₹39.05 crore,AA Films,,Fantasy Romantic Drama,39.05,10000000,390500000.0
Behen Hogi Teri,2017,https://en.wikipedia.org/wiki/Behen_Hogi_Teri,Behen Hogi Teri,Ajay K Pannalal,"Rajkummar Rao, Shruti Haasan",,₹ 2.76 crore ,AA Films,OddBall Motion Pictures,17 Indian Hindi-Language Romantic Comedy,2.76,10000000,27600000.0
Bank Chor,2017,https://en.wikipedia.org/wiki/Bank_Chor,Bank Chor,Bumpy,"Riteish Deshmukh, Vivek Oberoi, Rhea Chakraborty, Baba Sehgal, Bhuvan Arora, Sahil Vaid, Vikram Thapa",₹ 15 crore ,₹ 9.85 crores ,Yash Raj Films,Y-Films,2017 Indian Hindi-Language Black Comedy,9.85,10000000,98500000.0
Tubelight,2017,https://en.wikipedia.org/wiki/Tubelight_(2017_Hindi_film),Tubelight,Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Matin Rey Tangu, Zhu Zhu",₹ 100 crore ,est. ₹ 211.14 crore ,NH Studioz (India)Yash Raj Films(International),,S A 2017 Indian Hindi-Language War Drama,211.14,10000000,2111400000.0
Mom,2017,https://en.wikipedia.org/wiki/Mom_(film),Mom,Ravi Udyawar,"Sridevi, Sajal Aly, Akshaye Khanna, Nawazuddin Siddiqui, Adnan Siddiqui",₹30 crore ,₹175.7 crore ,Zee StudiosPVR PicturesZee Studios International,,017 Indian Hindi-Language Crime Thriller,175.7,10000000,1757000000.0
Guest iin London,2017,https://en.wikipedia.org/wiki/Guest_iin_London,Guest iin London,Ashwni Dhir,"Kartik Aaryan, Kriti Kharbanda, Paresh Rawal, Tanvi Azmi",,est. ₹ 10.64 crore (US$1.3 million),Panorama Studios,Panorama Studios,2017 Indian Hindi-Language Comedy-Drama,10.64,10000000,106400000.0
Munna Michael,2017,https://en.wikipedia.org/wiki/Munna_Michael,Munna Michael,Sabbir Khan,"Tiger Shroff, Nawazuddin Siddiqui, Nidhhi Agerwal, Ronit Roy",₹ 41 crore ,₹ 47.20 crore ,Eros InternationalNext Gen Films,,El Is A 2017 Indian Hindi-Language Dance,47.2,10000000,472000000.0
The Dream Job-50$aRupee,2017,https://en.wikipedia.org/wiki/Dilwale_Dulhania_Le_Jayenge,Dilwale Dulhania Le Jayenge,Aditya Chopra,"Shah Rukh Khan, Kajol",₹ 4 crore ,₹ 102.50 crore ,Yash Raj Films,Yash Raj Films,95 Indian Hindi-Language Musical Romance,102.5,10000000,1025000000.0
Mubarakan,2017,https://en.wikipedia.org/wiki/Mubarakan,Mubarakan,Anees Bazmee,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty",₹ 65 crore ,₹ 93.24crore ,Sony Pictures Releasing,,17 Indian Hindi-Language Romantic Comedy,93.24,10000000,932400000.0
Indu Sarkar,2017,https://en.wikipedia.org/wiki/Indu_Sarkar,Indu Sarkar,Madhur Bhandarkar,"Kirti Kulhari, Neil Nitin Mukesh, Supriya Vinod, Anupam Kher, Tota Roy Chowdhury",₹ 120 million ,₹ 60.70 million ,,Bhandarkar Entertainment,Period Political Thriller,60.7,1000000,60700000.0
Raag Desh,2017,https://en.wikipedia.org/wiki/Raag_Desh_(film),Raag Desh,Tigmanshu Dhulia,"Kunal Kapoor, Amit Sadh, Mohit Marwah, Hikaru Ito, Vijay Varma, Mrudula Murali",,"₹ 33 lakh (US$39,000) ",UFO Moviez,Rajya Sabha TV,Is A 2017 Indian Historical Action Drama,33.0,100000,3300000.0
Baaraat Company,2017,https://en.wikipedia.org/wiki/Yaadon_Ki_Baaraat,Yaadon Ki Baaraat,Nasir Hussain,"Dharmendra, Vijay Arora, Tariq Khan, Zeenat Aman, Neetu Singh, Ajit, Captain Raju",,₹55 million ($7.1 million),Nasir Hussain FilmsUnited Producers,Nasir Hussain Films,Is A 1973 Indian Hindi-Language Masala,55.0,1000000,55000000.0
Jab Harry Met Sejal,2017,https://en.wikipedia.org/wiki/Jab_Harry_Met_Sejal,Jab Harry Met Sejal,Imtiaz Ali,"Anushka Sharma, [, 1, ], Shah Rukh Khan",₹ 90 crore ,est. ₹ 153.43 crore ,NH Studioz (India)EaseMyTrip(Delhi & Uttar Pradesh)Zee Studios(Canada)Yash Raj Films(International),Red Chillies Entertainment,17 Indian Hindi-Language Romantic Comedy,153.43,10000000,1534300000.0
Toilet: Ek Prem Katha,2017,https://en.wikipedia.org/wiki/Toilet:_Ek_Prem_Katha,Toilet: Ek Prem Katha,Shree Narayan Singh,"Akshay Kumar, Bhumi Pednekar",₹ 75 crore ,"est. ₹311.5
 crore ",Viacom18 Motion Pictures (India)Reliance Entertainment(Overseas),,2017 Indian Hindi-Language Comedy-Drama,311.5,10000000,3115000000.0
Yeh Hai India,2017,https://en.wikipedia.org/wiki/Yeh_Jawaani_Hai_Deewani,Yeh Jawaani Hai Deewani,Ayan Mukerji,"Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapur, Kalki Koechlin",₹ 75 crore ,₹ 319.6 crore (initial run) ,UTV Motion Pictures,Dharma Productions,Coming-Of-Age Romantic Comedy,319.6,10000000,3196000000.0
Babumoshai Bandookbaaz,2017,https://en.wikipedia.org/wiki/Babumoshai_Bandookbaaz,Babumoshai Bandookbaaz.,Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das, Divya Dutta, Thiago Juliaci",₹ 100 million ,₹ 126 million ,AA Films,,17 Indian Hindi-Language Action Thriller,126.0,1000000,126000000.0
A Gentleman,2017,https://en.wikipedia.org/wiki/A_Gentleman,"A Gentleman: Sundar, Susheel and Risky",Raj & D.K.,"Sidharth Malhotra, Jacqueline Fernandez, Suniel Shetty, Darshan Kumaar",₹ 70 crores ,₹ 38.3 crores ,Fox Star Studios,Fox Star Studios,2017 Indian Hindi-Language Action Comedy,38.3,10000000,383000000.0
Purab Aur Pachhim,1971,https://en.wikipedia.org/wiki/Purab_Aur_Pachhim,Purab Aur Pachhim,Manoj Kumar,"Ashok Kumar, Saira Banu, Manoj Kumar, Pran, Nirupa Roy, Prem Chopra, Vinod Khanna",,4.5 Crore est. ₹ 47.5 million (US$6.31 million),Ultra Distributors,Vishal International Productions,Is A 1970 Indian Hindi-Language Drama,4.5,10000000,45000000.0
Anand,1971,https://en.wikipedia.org/wiki/Anand_(1971_film),Anand,Hrishikesh Mukherjee,"Rajesh Khanna, Amitabh Bachchan, Sumita Sanyal, Ramesh Deo",,₹ 1.7 crore (equivalent to ₹ 81 crore or US$9.6 million in 2023) ,Digital EntertainmentShemaroo Video Pvt. Ltd.,,Is A 1971 Indian Hindi-Language Drama,1.7,10000000,17000000.0
Andaz,1971,https://en.wikipedia.org/wiki/Andaz_(1971_film),Andaz,Ramesh Sippy,"Shammi Kapoor, Hema Malini, Rajesh Khanna, Simi Garewal",,4 crore,"Sippy Films,Rajshri Productions",,S A 1971 Indian Bollywood Romantic Drama,4.0,10000000,40000000.0
Mere Apne,1971,https://en.wikipedia.org/wiki/Mere_Apne,Mere Apne,Gulzar,"Meena Kumari, Vinod Khanna, Shatrughan Sinha",,₹ 1.7 crore ,,,Is A 1971 Indian Hindi-Language,1.7,10000000,17000000.0
Mera Gaon Mera Desh,1971,https://en.wikipedia.org/wiki/Mera_Gaon_Mera_Desh,Mera Gaon Mera Desh,Raj Khosla,"Dharmendra, Asha Parekh, Vinod Khanna",,6 crore,Khosla Enterprises,Khosla Enterprises,Is A 1971 Indian Action Drama,6.0,10000000,60000000.0
Dushmun,1971,https://en.wikipedia.org/wiki/Dushmun,Dushmun,Dulal Guha,"Rajesh Khanna, Meena Kumari, Mumtaz",,5.5 crore,,Suchitra Productions,Is A 1972 Indian Hindi-Language,5.5,10000000,55000000.0
Caravan,1971,https://en.wikipedia.org/wiki/Caravan_(1971_film),Caravan,Nasir Hussain,"Jeetendra, Asha Parekh",,"3.6 crore, re-release collection est. ₹ 353 million ( $ 44 million )",Sky Entertainment (DVD since 2002),,971 Indian Hindi-Language Crime Thriller,3.6,10000000,36000000.0
